ticket_id,order_id,customer_id,ticket_date,issue_type,channel,ticket_status,resolution_time_hrs,agent_id,csat_score,is_repeat_complaint
TKT001147,ORD013158,CUST01998,2023-06-23,Other,Chat,Resolved,52.0,AGT14,5.0,False
TKT001148,ORD003025,CUST00753,2024-01-16,Other,Email,Resolved,65.0,AGT15,3.0,False
TKT001149,ORD014362,CUST00352,2022-04-26,Delivery Delay,Email,Resolved,23.0,AGT11,4.0,False
TKT001150,ORD004823,CUST01120,2023-02-24,Payment Failed,Email,Open,,AGT06,,False
TKT001151,ORD000948,CUST01488,2023-06-17,Damaged Product,Email,Open,,AGT03,,False
TKT001152,ORD007164,CUST01387,2023-04-29,Damaged Product,Email,Resolved,3.0,AGT19,1.0,False
TKT001153,,CUST00280,2024-03-11,Cancellation Request,Chat,Resolved,5.0,AGT05,1.0,False
TKT001154,,CUST00023,2024-02-09,Payment Failed,Phone,Resolved,16.0,AGT18,5.0,False
TKT001155,ORD008507,CUST00647,2024-01-03,Damaged Product,Chat,Resolved,11.0,AGT18,5.0,True
TKT001156,,CUST01326,2022-10-14,Promo Code Not Working,Chat,Closed,65.0,AGT06,1.0,False
TKT001157,ORD002266,CUST00662,2024-03-27,Delivery Delay,Email,Resolved,57.0,AGT12,3.0,False
TKT001158,ORD001558,CUST01848,2022-07-12,Damaged Product,Email,Resolved,42.0,AGT09,1.0,False
TKT001159,ORD011529,CUST01748,2024-02-15,Refund Not Received,Chat,Closed,61.0,AGT14,2.0,False
TKT001160,,CUST01734,2022-12-06,Wrong Item Received,Social Media,Closed,14.0,AGT08,3.0,False
TKT001161,ORD008740,CUST00879,2024-01-23,,Email,Resolved,7.0,AGT13,2.0,False
TKT001162,ORD000957,CUST01546,2023-03-11,Damaged Product,Email,Resolved,60.0,AGT03,2.0,True
TKT001163,ORD006471,CUST00733,2022-09-07,,Chat,Escalated,,AGT07,,False
TKT001164,ORD002890,CUST01116,2022-03-17,Login Issue,Email,Closed,8.0,AGT18,1.0,False
TKT001165,ORD013170,CUST01458,2022-04-27,Cancellation Request,Email,Resolved,1.0,AGT13,3.0,False
TKT001166,ORD004067,CUST00170,2023-12-20,Refund Not Received,Chat,Escalated,,AGT17,,False
TKT001167,,CUST01238,2024-02-27,Refund Not Received,Chat,Resolved,54.0,AGT06,3.0,False
TKT001168,ORD011642,CUST00429,2022-01-28,,Chat,Closed,16.0,AGT07,1.0,False
TKT001169,,CUST00625,2022-08-31,Wrong Item Received,Phone,Escalated,,AGT20,,True
TKT001170,ORD001458,CUST01965,2024-05-12,Wrong Item Received,Social Media,Resolved,25.0,AGT16,2.0,False
TKT001171,ORD014788,CUST01719,2024-04-30,Refund Not Received,Chat,Resolved,66.0,AGT15,5.0,True
TKT001172,ORD009000,CUST01452,2024-04-18,Promo Code Not Working,Email,Resolved,67.0,AGT06,1.0,False
TKT001173,,CUST01169,2024-01-29,Delivery Delay,Email,Closed,63.0,AGT05,4.0,False
TKT001174,,CUST00348,2022-08-16,Wrong Item Received,Email,Resolved,43.0,AGT10,4.0,False
TKT001175,ORD005751,CUST00088,2023-03-26,Delivery Delay,Phone,Resolved,52.0,AGT02,5.0,False
TKT001176,,CUST01687,2023-06-16,Delivery Delay,Chat,Closed,21.0,AGT12,1.0,False
TKT001177,ORD005187,CUST00110,2023-05-22,Delivery Delay,Chat,Closed,51.0,AGT08,5.0,False
TKT001178,ORD010984,CUST00725,2022-12-27,Delivery Delay,Social Media,Open,,AGT04,,False
TKT001179,ORD001606,CUST00733,2023-09-07,Refund Not Received,Email,Escalated,,AGT08,,False
TKT001180,ORD008676,CUST00898,2022-10-19,Delivery Delay,Chat,Resolved,28.0,AGT07,1.0,False
TKT001181,ORD002347,CUST00847,2023-06-04,Wrong Item Received,Chat,Resolved,54.0,AGT16,1.0,True
TKT001182,ORD000394,CUST00731,2024-04-26,Promo Code Not Working,Phone,Resolved,35.0,AGT11,1.0,False
TKT001183,,CUST00373,2023-10-15,Cancellation Request,Email,Resolved,68.0,AGT07,1.0,False
TKT001184,,CUST00090,2023-09-19,Delivery Delay,Chat,Resolved,37.0,AGT10,3.0,False
TKT001185,ORD011381,CUST01162,2023-03-03,Refund Not Received,Phone,Resolved,64.0,AGT05,1.0,False
TKT001186,ORD007404,CUST01796,2022-10-09,Damaged Product,Email,Open,,AGT17,,False
TKT001187,ORD013982,CUST00810,2022-05-17,Payment Failed,Chat,Escalated,,AGT10,,False
TKT001188,,CUST00210,2022-01-26,Payment Failed,Email,Open,,AGT20,,False
TKT001189,ORD002420,CUST00644,2022-01-01,,Chat,Closed,27.0,AGT06,3.0,True
TKT001190,,CUST01226,2022-01-20,Other,Email,Open,,AGT12,,False
TKT001191,,CUST01088,2023-07-06,Payment Failed,Email,Resolved,8.0,AGT14,3.0,False
TKT001192,ORD003367,CUST01313,2023-09-30,Wrong Item Received,Chat,Escalated,,AGT19,,True
TKT001193,ORD008341,CUST01899,2022-10-06,Cancellation Request,Social Media,Escalated,,AGT08,,False
TKT001194,,CUST01464,2023-10-12,Damaged Product,Email,Resolved,18.0,AGT09,5.0,True
TKT001195,ORD011611,CUST01041,2023-11-01,Cancellation Request,Chat,Open,,AGT20,,True
TKT001196,ORD010451,CUST01677,2022-08-12,Wrong Item Received,Email,Open,,AGT18,,False
TKT001197,ORD000983,CUST01324,2023-03-01,Wrong Item Received,Chat,Resolved,1.0,AGT02,2.0,False
TKT001198,ORD005885,CUST01403,2022-04-28,Other,Phone,Resolved,53.0,AGT04,4.0,False
TKT001199,ORD004211,CUST01462,2022-07-12,Cancellation Request,Chat,Resolved,53.0,AGT19,1.0,True
TKT001200,ORD003739,CUST01647,2024-06-06,Wrong Item Received,Email,Open,,AGT12,,False
TKT001201,ORD007033,CUST01720,2023-04-30,Payment Failed,Phone,Resolved,47.0,AGT14,5.0,False
TKT001202,ORD012259,CUST00851,2024-05-02,Wrong Item Received,Chat,Resolved,50.0,AGT12,2.0,False
TKT001203,,CUST00303,2024-03-02,Delivery Delay,Phone,Resolved,9.0,AGT12,1.0,False
TKT001204,ORD013487,CUST01565,2023-07-22,Wrong Item Received,Email,Closed,71.0,AGT18,5.0,False
TKT001205,ORD012887,CUST02000,2022-12-11,Cancellation Request,Phone,Resolved,6.0,AGT03,1.0,False
TKT001206,ORD001404,CUST00106,2022-08-27,Payment Failed,Phone,Resolved,54.0,AGT01,3.0,False
TKT001207,ORD000635,CUST01462,2022-12-25,Cancellation Request,Email,Escalated,,AGT05,,False
TKT001208,ORD010170,CUST01186,2022-12-07,Wrong Item Received,Phone,Resolved,60.0,AGT07,4.0,True
TKT001209,,CUST00629,2024-03-08,Damaged Product,Email,Resolved,8.0,AGT01,1.0,False
TKT001210,ORD003997,CUST00168,2022-06-13,Wrong Item Received,Email,Resolved,60.0,AGT12,5.0,False
TKT001211,ORD014504,CUST01066,2022-05-17,Damaged Product,Chat,Open,,AGT04,,False
TKT001212,ORD000133,CUST00010,2023-11-21,Payment Failed,Chat,Resolved,8.0,AGT01,3.0,False
TKT001213,ORD007900,CUST00168,2023-04-24,Login Issue,Chat,Resolved,52.0,AGT01,4.0,False
TKT001214,,CUST00645,2023-06-03,Refund Not Received,Email,Closed,57.0,AGT16,5.0,False
TKT001215,ORD002217,CUST00630,2022-02-15,Other,Email,Closed,43.0,AGT06,2.0,True
TKT001216,ORD005706,CUST00815,2024-04-14,Payment Failed,Email,Resolved,38.0,AGT11,5.0,False
TKT001217,ORD007718,CUST00400,2024-03-15,Cancellation Request,Phone,Closed,25.0,AGT06,3.0,False
TKT001218,ORD002447,CUST01527,2023-06-23,Delivery Delay,Phone,Closed,70.0,AGT17,1.0,True
TKT001219,ORD011383,CUST01806,2022-04-20,Delivery Delay,Email,Escalated,,AGT12,,False
TKT001220,ORD003588,CUST01717,2023-10-29,Wrong Item Received,Phone,Resolved,43.0,AGT04,4.0,False
TKT001221,ORD011604,CUST00580,2022-11-30,Login Issue,Social Media,Open,,AGT19,,False
TKT001222,ORD010905,CUST01101,2022-09-22,Cancellation Request,Phone,Open,,AGT01,,False
TKT001223,ORD009952,CUST00196,2024-01-08,Refund Not Received,Chat,Resolved,23.0,AGT01,4.0,True
TKT001224,ORD003669,CUST01416,2022-09-10,Damaged Product,Phone,Closed,26.0,AGT07,1.0,False
TKT001225,ORD013805,CUST00525,2023-01-09,Delivery Delay,Phone,Closed,16.0,AGT17,3.0,False
TKT001226,ORD012266,CUST00867,2023-07-30,Other,Email,Resolved,65.0,AGT20,2.0,False
TKT001227,ORD005459,CUST00082,2022-12-18,Delivery Delay,Chat,Closed,71.0,AGT06,3.0,False
TKT001228,ORD003548,CUST00637,2022-04-30,Wrong Item Received,Email,Resolved,62.0,AGT20,3.0,False
TKT001229,ORD014140,CUST00612,2022-02-26,Promo Code Not Working,Chat,Open,,AGT14,,False
TKT001230,ORD013931,CUST00239,2023-02-22,,Chat,Resolved,51.0,AGT06,3.0,False
TKT001231,,CUST01060,2023-09-12,Delivery Delay,Phone,Resolved,27.0,AGT07,3.0,False
TKT001232,ORD004472,CUST01762,2023-09-27,Refund Not Received,Email,Resolved,39.0,AGT19,1.0,False
TKT001233,ORD006590,CUST01682,2022-09-26,Delivery Delay,Social Media,Open,,AGT14,,True
TKT001234,ORD005694,CUST00198,2022-03-05,Delivery Delay,Chat,Resolved,7.0,AGT18,5.0,False
TKT001235,ORD014032,CUST01634,2023-06-12,Damaged Product,Social Media,Resolved,39.0,AGT18,2.0,False
TKT001236,,CUST00006,2022-06-03,Payment Failed,Phone,Open,,AGT02,,True
TKT001237,ORD005468,CUST01785,2022-08-13,Other,Social Media,Resolved,7.0,AGT05,1.0,False
TKT001238,,CUST01015,2023-06-06,Wrong Item Received,Email,Closed,11.0,AGT10,1.0,False
TKT001239,,CUST01928,2022-04-26,Login Issue,Chat,Escalated,,AGT05,,True
TKT001240,ORD006003,CUST01147,2022-07-25,,Chat,Resolved,5.0,AGT18,2.0,False
TKT001241,ORD004859,CUST01155,2024-03-25,Damaged Product,Social Media,Resolved,67.0,AGT16,1.0,False
TKT001242,,CUST01415,2024-05-13,Wrong Item Received,Email,Resolved,47.0,AGT12,4.0,False
TKT001243,ORD007135,CUST01461,2023-11-21,Delivery Delay,Phone,Open,,AGT15,,False
TKT001244,,CUST00712,2024-04-09,Delivery Delay,Email,Closed,39.0,AGT06,3.0,False
TKT001245,ORD011059,CUST01948,2023-09-28,Wrong Item Received,Phone,Closed,38.0,AGT09,1.0,True
TKT001246,ORD005192,CUST00751,2023-07-11,Delivery Delay,Phone,Resolved,12.0,AGT16,1.0,True
TKT001247,ORD001755,CUST00268,2024-06-26,Delivery Delay,Chat,Closed,32.0,AGT20,4.0,False
TKT001248,ORD011163,CUST01274,2022-08-24,Payment Failed,Chat,Escalated,,AGT15,,True
TKT001249,ORD005157,CUST00054,2023-03-01,Damaged Product,Phone,Resolved,47.0,AGT17,4.0,False
TKT001250,ORD001997,CUST01957,2024-05-21,Damaged Product,Chat,Escalated,,AGT15,,False
TKT001251,ORD002019,CUST01537,2022-10-21,Damaged Product,Chat,Escalated,,AGT12,,False
TKT001252,ORD000692,CUST01984,2024-05-11,Cancellation Request,Email,Escalated,,AGT05,,True
TKT001253,,CUST01792,2024-06-09,Wrong Item Received,Email,Resolved,4.0,AGT18,2.0,False
TKT001254,ORD006277,CUST01831,2023-09-15,Wrong Item Received,Email,Resolved,72.0,AGT06,3.0,False
TKT001255,,CUST01936,2022-12-07,Refund Not Received,Email,Resolved,18.0,AGT11,5.0,True
TKT001256,ORD006312,CUST01752,2022-04-03,Other,Chat,Open,,AGT19,,False
TKT001257,,CUST00081,2023-05-30,Delivery Delay,Chat,Resolved,8.0,AGT14,2.0,True
TKT001258,ORD003732,CUST01998,2024-01-05,Damaged Product,Email,Closed,57.0,AGT13,2.0,False
TKT001259,ORD003756,CUST01635,2024-06-02,Payment Failed,Phone,Resolved,25.0,AGT15,4.0,False
TKT001260,ORD012087,CUST01923,2023-02-13,Delivery Delay,Social Media,Closed,59.0,AGT09,3.0,True
TKT001261,ORD012813,CUST00360,2022-06-05,Promo Code Not Working,Chat,Resolved,30.0,AGT19,2.0,True
TKT001262,ORD014730,CUST00895,2023-07-08,Refund Not Received,Email,Resolved,22.0,AGT02,2.0,False
TKT001263,ORD005667,CUST00222,2023-11-23,Cancellation Request,Chat,Resolved,23.0,AGT17,5.0,False
TKT001264,ORD009448,CUST00661,2023-03-13,Delivery Delay,Chat,Escalated,,AGT17,,False
TKT001265,,CUST01896,2023-12-12,Delivery Delay,Email,Resolved,27.0,AGT10,4.0,True
TKT001266,ORD003678,CUST01093,2023-06-20,Damaged Product,Chat,Open,,AGT05,,True
TKT001267,ORD012618,CUST00691,2023-09-25,Damaged Product,Email,Escalated,,AGT10,,False
TKT001268,ORD006363,CUST01429,2023-12-24,Cancellation Request,Email,Open,,AGT15,,False
TKT001269,ORD009671,CUST00914,2023-01-01,Refund Not Received,Chat,Resolved,30.0,AGT16,4.0,False
TKT001270,ORD013676,CUST01024,2024-04-14,Payment Failed,Email,Escalated,,AGT08,,False
TKT001271,ORD014347,CUST00931,2023-05-06,Refund Not Received,Email,Closed,37.0,AGT09,4.0,False
TKT001272,ORD004870,CUST00397,2023-11-06,Wrong Item Received,Phone,Resolved,71.0,AGT01,1.0,False
TKT001273,ORD007454,CUST01712,2023-12-20,Delivery Delay,Phone,Resolved,2.0,AGT06,2.0,True
TKT001274,ORD011643,CUST01362,2024-02-27,Damaged Product,Phone,Escalated,,AGT08,,False
TKT001275,,CUST00061,2022-06-02,Promo Code Not Working,Email,Open,,AGT06,,False
TKT001276,ORD005499,CUST00701,2023-12-02,Refund Not Received,Chat,Resolved,48.0,AGT11,4.0,True
TKT001277,ORD005891,CUST01046,2023-09-03,Login Issue,Email,Resolved,32.0,AGT04,2.0,False
TKT001278,ORD004477,CUST00950,2023-09-05,Cancellation Request,Phone,Resolved,1.0,AGT11,5.0,False
TKT001279,ORD010791,CUST00711,2023-10-23,Cancellation Request,Phone,Open,,AGT06,,True
TKT001280,ORD011613,CUST01007,2022-08-19,Damaged Product,Email,Resolved,24.0,AGT10,3.0,False
TKT001281,ORD001614,CUST00933,2022-10-28,Refund Not Received,Chat,Open,,AGT06,,False
TKT001282,ORD003755,CUST00562,2023-04-19,Wrong Item Received,Email,Escalated,,AGT06,,False
TKT001283,,CUST00062,2024-04-11,Delivery Delay,Social Media,Resolved,23.0,AGT11,5.0,False
TKT001284,ORD010108,CUST01790,2023-10-30,Refund Not Received,Chat,Closed,9.0,AGT06,3.0,False
TKT001285,,CUST00944,2022-04-02,Delivery Delay,Email,Resolved,37.0,AGT04,1.0,False
TKT001286,ORD007862,CUST00536,2023-07-12,Payment Failed,Phone,Resolved,40.0,AGT13,1.0,False
TKT001287,,CUST00838,2023-07-18,,Email,Open,,AGT18,,False
TKT001288,,CUST01126,2023-07-09,Refund Not Received,Chat,Escalated,,AGT20,,False
TKT001289,ORD003725,CUST01939,2023-07-07,Payment Failed,Chat,Resolved,36.0,AGT18,4.0,False
TKT001290,ORD006771,CUST01301,2022-02-12,Other,Email,Escalated,,AGT13,,False
TKT001291,ORD001906,CUST00029,2022-08-24,Delivery Delay,Chat,Closed,47.0,AGT09,5.0,False
TKT001292,ORD009784,CUST00072,2024-06-07,Login Issue,Phone,Open,,AGT16,,False
TKT001293,ORD006545,CUST00706,2024-05-07,Damaged Product,Chat,Resolved,67.0,AGT03,3.0,False
TKT001294,ORD006675,CUST00178,2024-05-11,Damaged Product,Email,Escalated,,AGT09,,False
TKT001295,ORD002191,CUST00927,2023-03-09,Payment Failed,Phone,Closed,1.0,AGT03,1.0,False
TKT001296,,CUST01660,2022-08-21,Login Issue,Email,Resolved,39.0,AGT11,5.0,False
TKT001297,ORD007734,CUST01198,2024-03-16,Damaged Product,Email,Resolved,22.0,AGT07,1.0,False
TKT001298,,CUST01485,2023-06-29,Other,Email,Resolved,1.0,AGT05,3.0,True
TKT001299,ORD014208,CUST01541,2024-04-25,Promo Code Not Working,Chat,Resolved,16.0,AGT09,5.0,False
TKT001300,,CUST01546,2023-01-26,Refund Not Received,Email,Closed,72.0,AGT05,4.0,False
TKT001301,ORD011186,CUST00751,2022-03-20,Payment Failed,Email,Resolved,18.0,AGT19,4.0,False
TKT001302,,CUST00710,2024-02-27,Damaged Product,Chat,Resolved,10.0,AGT18,5.0,False
TKT001303,ORD002560,CUST00782,2024-04-22,Payment Failed,Social Media,Closed,54.0,AGT09,3.0,True
TKT001304,ORD002453,CUST00019,2023-03-16,Wrong Item Received,Chat,Resolved,6.0,AGT11,2.0,False
TKT001305,,CUST00565,2024-01-28,Login Issue,Chat,Resolved,12.0,AGT04,3.0,True
TKT001306,ORD005583,CUST01020,2023-11-23,Damaged Product,Email,Resolved,41.0,AGT20,3.0,False
TKT001307,ORD000798,CUST01338,2024-03-01,Delivery Delay,Chat,Resolved,41.0,AGT17,4.0,False
TKT001308,ORD004835,CUST01073,2022-03-25,Login Issue,Chat,Open,,AGT05,,False
TKT001309,ORD009461,CUST00271,2022-12-02,Damaged Product,Email,Closed,62.0,AGT05,3.0,False
TKT001310,ORD003602,CUST01439,2023-03-22,Refund Not Received,Chat,Resolved,5.0,AGT11,2.0,False
TKT001311,ORD004352,CUST01199,2022-11-14,Cancellation Request,Chat,Closed,14.0,AGT17,5.0,False
TKT001312,ORD007268,CUST01926,2022-11-21,Delivery Delay,Chat,Resolved,59.0,AGT18,2.0,False
TKT001313,,CUST00191,2022-05-08,Payment Failed,Email,Resolved,35.0,AGT12,2.0,False
TKT001314,,CUST00666,2023-02-11,Damaged Product,Phone,Resolved,8.0,AGT09,4.0,False
TKT001315,,CUST00610,2022-09-08,Delivery Delay,Chat,Closed,20.0,AGT03,5.0,False
TKT001316,ORD001711,CUST01766,2023-10-26,Delivery Delay,Chat,Escalated,,AGT01,,False
TKT001317,,CUST01067,2022-07-31,Cancellation Request,Email,Closed,29.0,AGT09,3.0,False
TKT001318,ORD010117,CUST01015,2023-01-10,Login Issue,Email,Resolved,46.0,AGT14,2.0,False
TKT001319,,CUST00662,2022-03-09,Other,Email,Resolved,3.0,AGT17,1.0,False
TKT001320,ORD009886,CUST01828,2022-11-25,Cancellation Request,Social Media,Closed,39.0,AGT17,4.0,False
TKT001321,ORD010787,CUST01601,2023-06-13,Other,Email,Closed,50.0,AGT17,2.0,False
TKT001322,ORD013520,CUST00644,2023-02-26,Login Issue,Chat,Resolved,62.0,AGT12,2.0,True
TKT001323,,CUST00726,2023-03-14,Refund Not Received,Chat,Resolved,67.0,AGT17,1.0,False
TKT001324,ORD007561,CUST01109,2023-03-27,Damaged Product,Chat,Resolved,15.0,AGT19,1.0,False
TKT001325,ORD007076,CUST01998,2022-04-06,Cancellation Request,Chat,Open,,AGT07,,False
TKT001326,,CUST00538,2023-01-04,Wrong Item Received,Social Media,Resolved,66.0,AGT06,5.0,False
TKT001327,ORD013849,CUST00193,2022-09-15,Payment Failed,Email,Resolved,23.0,AGT09,2.0,False
TKT001328,,CUST00748,2022-11-19,Delivery Delay,Chat,Open,,AGT18,,False
TKT001329,ORD013948,CUST01196,2022-02-06,Login Issue,Chat,Open,,AGT15,,False
TKT001330,ORD002764,CUST01349,2024-06-01,,Chat,Resolved,29.0,AGT11,1.0,False
TKT001331,ORD014490,CUST01088,2023-05-03,Refund Not Received,Email,Resolved,68.0,AGT20,5.0,True
TKT001332,,CUST00605,2023-06-01,,Chat,Open,,AGT11,,False
TKT001333,,CUST00931,2022-10-25,Delivery Delay,Chat,Resolved,5.0,AGT04,2.0,False
TKT001334,ORD010568,CUST00855,2023-05-13,Refund Not Received,Chat,Resolved,62.0,AGT06,2.0,False
TKT001335,ORD010158,CUST01146,2022-03-22,Delivery Delay,Email,Open,,AGT09,,True
TKT001336,ORD008236,CUST01031,2022-01-01,Payment Failed,Chat,Resolved,15.0,AGT14,2.0,True
TKT001337,ORD000462,CUST01804,2023-06-20,Delivery Delay,Chat,Resolved,53.0,AGT13,4.0,False
TKT001338,,CUST00187,2023-04-15,Delivery Delay,Social Media,Resolved,2.0,AGT11,5.0,False
TKT001339,ORD004777,CUST01639,2022-08-23,Payment Failed,Phone,Resolved,32.0,AGT19,4.0,False
TKT001340,ORD000968,CUST01682,2022-09-08,Login Issue,Chat,Resolved,55.0,AGT07,5.0,True
TKT001341,ORD004988,CUST01566,2024-06-10,Promo Code Not Working,Phone,Resolved,53.0,AGT19,2.0,True
TKT001342,ORD001372,CUST00175,2024-01-07,Delivery Delay,Social Media,Resolved,26.0,AGT13,3.0,False
TKT001343,,CUST01909,2022-04-30,Promo Code Not Working,Chat,Open,,AGT10,,False
TKT001344,,CUST01155,2023-04-14,Promo Code Not Working,Chat,Resolved,1.0,AGT14,3.0,False
TKT001345,ORD007032,CUST00453,2022-03-10,Damaged Product,Phone,Resolved,67.0,AGT20,5.0,False
TKT001346,ORD004706,CUST01899,2022-07-19,Delivery Delay,Phone,Resolved,30.0,AGT05,2.0,False
TKT001347,ORD001155,CUST01969,2024-04-30,Damaged Product,Chat,Resolved,16.0,AGT05,5.0,False
TKT001348,ORD001315,CUST01796,2023-08-20,Cancellation Request,Chat,Escalated,,AGT16,,False
TKT001349,ORD000599,CUST01825,2022-09-28,Wrong Item Received,Social Media,Open,,AGT04,,False
TKT001350,ORD001119,CUST00426,2023-08-11,Login Issue,Phone,Escalated,,AGT06,,False
TKT001351,ORD002934,CUST01454,2023-05-08,Refund Not Received,Chat,Resolved,62.0,AGT07,1.0,False
TKT001352,,CUST01029,2023-09-21,Login Issue,Email,Resolved,17.0,AGT07,4.0,False
TKT001353,ORD001210,CUST00262,2024-04-25,Delivery Delay,Phone,Open,,AGT01,,False
TKT001354,ORD003124,CUST00741,2023-06-25,Damaged Product,Email,Resolved,68.0,AGT17,1.0,False
TKT001355,ORD013248,CUST00018,2024-03-01,Other,Email,Closed,52.0,AGT13,5.0,False
TKT001356,ORD014699,CUST00556,2022-06-05,Wrong Item Received,Chat,Resolved,31.0,AGT06,4.0,False
TKT001357,ORD010599,CUST00241,2022-12-23,Delivery Delay,Chat,Resolved,34.0,AGT16,1.0,True
TKT001358,ORD011028,CUST00506,2023-01-25,Delivery Delay,Email,Open,,AGT13,,False
TKT001359,ORD011446,CUST01425,2022-05-23,Refund Not Received,Phone,Resolved,3.0,AGT02,5.0,False
TKT001360,,CUST00602,2023-11-14,Wrong Item Received,Email,Resolved,58.0,AGT02,4.0,False
TKT001361,ORD008382,CUST00271,2023-10-03,Wrong Item Received,Social Media,Closed,47.0,AGT03,2.0,False
TKT001362,ORD012316,CUST01356,2023-09-01,Delivery Delay,Chat,Resolved,65.0,AGT13,4.0,False
TKT001363,ORD012173,CUST01060,2024-05-04,Refund Not Received,Email,Resolved,47.0,AGT03,3.0,False
TKT001364,ORD003323,CUST00091,2023-10-25,Delivery Delay,Chat,Resolved,25.0,AGT06,4.0,False
TKT001365,ORD008878,CUST00941,2024-02-22,Damaged Product,Email,Closed,63.0,AGT16,5.0,False
TKT001366,ORD005745,CUST01842,2023-09-16,Damaged Product,Phone,Resolved,19.0,AGT07,2.0,False
TKT001367,ORD005023,CUST01934,2023-12-31,Refund Not Received,Chat,Resolved,11.0,AGT07,5.0,False
TKT001368,,CUST01940,2022-06-19,Promo Code Not Working,Chat,Escalated,,AGT20,,False
TKT001369,,CUST01889,2024-01-21,Promo Code Not Working,Social Media,Open,,AGT17,,False
TKT001370,,CUST00557,2024-06-01,Promo Code Not Working,Chat,Resolved,19.0,AGT19,5.0,False
TKT001371,ORD011497,CUST00545,2022-01-25,Delivery Delay,Email,Resolved,14.0,AGT04,2.0,False
TKT001372,,CUST01348,2023-06-07,Cancellation Request,Phone,Escalated,,AGT10,,False
TKT001373,,CUST01818,2022-09-24,,Chat,Closed,67.0,AGT18,5.0,False
TKT001374,ORD004792,CUST00451,2023-10-24,,Phone,Resolved,15.0,AGT12,3.0,False
TKT001375,ORD002822,CUST01800,2022-07-24,,Email,Resolved,26.0,AGT02,4.0,False
TKT001376,ORD003049,CUST00905,2023-02-10,Delivery Delay,Email,Open,,AGT09,,True
TKT001377,ORD000972,CUST00793,2023-03-11,Payment Failed,Social Media,Open,,AGT04,,False
TKT001378,ORD011923,CUST01108,2023-03-12,Delivery Delay,Social Media,Resolved,39.0,AGT02,4.0,False
TKT001379,ORD004910,CUST00355,2024-02-15,Promo Code Not Working,Email,Resolved,56.0,AGT12,4.0,False
TKT001380,ORD006523,CUST00339,2022-04-23,Payment Failed,Phone,Closed,59.0,AGT10,2.0,False
TKT001381,,CUST01415,2022-10-27,Cancellation Request,Chat,Resolved,53.0,AGT07,3.0,False
TKT001382,ORD008077,CUST00229,2023-04-16,Refund Not Received,Email,Resolved,60.0,AGT09,3.0,True
TKT001383,,CUST00387,2024-02-27,Refund Not Received,Chat,Escalated,,AGT04,,False
TKT001384,ORD010155,CUST01597,2023-01-28,Refund Not Received,Phone,Closed,45.0,AGT15,4.0,False
TKT001385,ORD007385,CUST00649,2022-07-29,Refund Not Received,Email,Closed,68.0,AGT19,3.0,False
TKT001386,ORD003007,CUST00567,2023-12-03,Refund Not Received,Chat,Resolved,15.0,AGT08,5.0,False
TKT001387,ORD009399,CUST01300,2022-11-03,Delivery Delay,Email,Open,,AGT09,,False
TKT001388,ORD010945,CUST00072,2022-10-06,Refund Not Received,Chat,Open,,AGT08,,True
TKT001389,ORD004038,CUST00521,2023-08-29,Delivery Delay,Chat,Closed,25.0,AGT15,5.0,False
TKT001390,ORD004678,CUST00234,2024-04-24,Promo Code Not Working,Phone,Resolved,23.0,AGT14,2.0,False
TKT001391,,CUST01820,2024-01-29,Delivery Delay,Phone,Resolved,59.0,AGT11,5.0,False
TKT001392,ORD005197,CUST00766,2023-04-20,Delivery Delay,Social Media,Resolved,1.0,AGT12,3.0,False
TKT001393,,CUST01838,2023-02-17,Refund Not Received,Email,Escalated,,AGT05,,False
TKT001394,ORD012821,CUST00134,2023-03-06,,Chat,Closed,42.0,AGT18,5.0,False
TKT001395,ORD006060,CUST00100,2024-02-19,Payment Failed,Social Media,Escalated,,AGT09,,False
TKT001396,ORD013561,CUST00439,2023-03-04,Wrong Item Received,Chat,Resolved,8.0,AGT08,2.0,False
TKT001397,ORD002841,CUST00194,2022-02-12,Promo Code Not Working,Chat,Closed,62.0,AGT07,3.0,False
TKT001398,ORD008459,CUST00401,2024-03-04,Payment Failed,Chat,Closed,65.0,AGT12,1.0,False
TKT001399,ORD011210,CUST01536,2023-06-02,Refund Not Received,Chat,Resolved,53.0,AGT07,4.0,False
TKT001400,ORD013653,CUST01951,2023-01-18,Delivery Delay,Chat,Resolved,66.0,AGT01,2.0,False
TKT001401,ORD000233,CUST00865,2022-02-04,Cancellation Request,Email,Resolved,46.0,AGT07,2.0,False
TKT001402,,CUST00475,2023-09-30,Promo Code Not Working,Chat,Resolved,71.0,AGT12,1.0,False
TKT001403,ORD012037,CUST00584,2022-01-11,Login Issue,Chat,Open,,AGT09,,True
TKT001404,,CUST01798,2022-11-20,Wrong Item Received,Chat,Open,,AGT09,,False
TKT001405,ORD001996,CUST01193,2022-08-18,Cancellation Request,Chat,Closed,3.0,AGT11,5.0,False
TKT001406,ORD010669,CUST00596,2022-01-25,Delivery Delay,Chat,Resolved,57.0,AGT18,2.0,False
TKT001407,ORD006986,CUST01940,2022-11-10,Login Issue,Phone,Closed,22.0,AGT03,2.0,False
TKT001408,ORD006193,CUST01428,2023-01-27,Payment Failed,Email,Resolved,58.0,AGT08,4.0,False
TKT001409,ORD003883,CUST01492,2022-05-19,Promo Code Not Working,Chat,Resolved,10.0,AGT02,1.0,True
TKT001410,ORD006108,CUST00933,2022-04-06,Delivery Delay,Phone,Resolved,54.0,AGT20,2.0,False
